Continue to the partially-completed dock.	部分的に完成したドックに進みます。
As you exit your ship, you find yourself in a brightly lit lobby full of glistening marble fountains and gigantic statues. Three armored Slugs approach and bow to you. "Greetingssss, ssstranger. Hisss royal divinity, Sssir Sssylvan Hektar Prime, has requesssted you attend hisss council immediately. While we are certain you will comply, it is my advice that you do not face the impending vaporization of attempting to flee."	船を出ると、輝く大理石の噴水と巨大な彫像でいっぱいの明るく照らされたロビーに身を包みます。3つの装甲スラッグが近づき、お辞儀をします。「挨拶、ssstrangers。ヒス・ロイヤル・デビニティ、スシル・スシルバン・ヘクタル・プライムは、あなたがすぐにヒス・カウンシルに出席することを要求しました。
(Adv. Sensors) Use your Sensors to scan the wreckage.	（Adv。Sensors）センサーを使用して残骸をスキャンします。
A joint Harmony and Ministry outpost has been constructed nearby. While most of the Engi ignore you, a Zoltan officer hails you. "Greetings. In the eyes of the Federation we are all equals, and so I see it only honorable we extend you a warm welcome. Do you need any assistance?"	近くに共同調和と省の前post基地が建設されました。Engiのほとんどはあなたを無視していますが、ゾルタンの将校はあなたを歓迎します。「ご挨拶。連邦の目には、私たちはすべて平等です。だから私はあなたに温かい歓迎を拡張できることを名誉あると思います。助けが必要ですか？」
Defense Drone [Drone-Targeting]:\nShoots your combat drones. Can be shut down by damaging the enemy ship's drone system.	防衛ドローン[ドローンターゲット]：\nshoots your combatドローン。敵の船のドローンシステムを損傷することでシャットダウンできます。
(Anti-Virus) Correct the issue yourself.	（アンチウイルス）自分で問題を修正します。
Trained in lvl2 skills, is immune to fires and extinguishes them twice as fast	LVL 2のスキルで訓練されており、火災の影響を受けたり消滅したりします。
Ask the city officials what is happening.	市の役人に何が起こっているのか尋ねてください。
Your medic goes down to the colony and begins to check on the patients. After running a few tests, the medic determines that their food source is contaminated. While this alone wasn't enough, they then contracted a Leech illness that caused them to fall asleep with no hope of recovering. Your medic begins to feed the patients some vitamins, and that begins to rouse them, though they still may take a bit to wake up.	あなたのメディックは植民地に降りて、患者をチェックし始めます。いくつかのテストを実行した後、メディックは食物源が汚染されていると判断します。これだけでは十分ではありませんでしたが、彼らはヒルの病気にかかったため、回復する希望なしに眠りにつくようになりました。あなたのメディックは患者にいくつかのビタミンに餌を与え始めます、そしてそれは彼らを反動し始めますが、彼らはまだ目を覚ますのに少し時間がかかるかもしれません。
Adds a death effect to allied crew, making them explode for 15 crew damage against enemies, with a 50% chance to start fires.⏎Stacks upon already existing death effects.	同盟の乗組員に死効果を追加し、敵に対する15人の乗組員の損傷のために爆発させ、50％の確率で火災を開始する可能性があります。
"Is that a... golden queen? I have no concept for how fast she'll be. I'll be watching with interest."	「それは...黄金の女王ですか？彼女がどれほど速くなるかについての概念はありません。私は興味を持って見ています。」
You send your Zoltan to stand in front of the window for the Augmented to see. "New creature! Haven't seen! Glowy... small... transparent... Got inspiration!" The Lanius jumps to a wall and begins drawing. Although the Lanius has developed some skill, the depiction looks very... odd. Your Zoltan feels that the depiction looks like a burnt out L.E.D. The artist is satisfied.	Zoltanを送り、窓の前に立って、増強された人が見るようにします。「新しい生き物！見たことがない！輝く...小さな...透明...インスピレーションを得た！」ラニウスは壁にジャンプして絵を描き始めます。ラニウスはある程度のスキルを開発しましたが、描写は非常に...奇妙に見えます。あなたのゾルタンは、描写が燃え尽きたL.E.D.のように見えると感じています。アーティストは満足しています。
From out of the tunnel comes a massive cruiser vessel, of an older Kestrel model! The fresh coat suggests it has been outfitted with a more up to date arsenal recently.	トンネルの外からは、古いケストレルモデルの大規模な巡洋艦船があります！新鮮なコートは、最近より最新のアーセナルが装備されていることを示唆しています。
"I think about it all the time. What exactly is... 'dusk'? What does it even mean? How should I feel about it?"	「私はいつもそれについて考えています。正確には...「夕暮れ」？それはどういう意味ですか？どういう意味ですか？」
(Alkali) Alkali is the leading non-Orchid expert on Vampweeds.	（アルカリ）アルカリは、ヴァンプウィードの主要な非肉体の専門家です。
STORE [OBELISK]	ストア[obelisk]
Obtain the loot from the Republican loot transport.	共和党の戦利品輸送から戦利品を入手してください。
Ire Catrine	ire catrine
"A Renegade trying to cheer us up? I never thought I'd see the day." The Rebels drop some supplies for you to pick up.	「私たちを元気づけようとしている反逆者？私はその日を見るとは思わなかった。」反乱軍はあなたが拾うためにいくつかの物資を落とします。
You decide not to get involved - the Coalition ship remains focused on the unusual Orchid cruiser.	あなたは関与しないことを決めます - 連合船は珍しいラン巡洋艦に焦点を合わせています。
"Plea: Mission too important. Must find bird. Accept irrelevant weapon module?"	「嘆願：ミッションはあまりにも重要です。鳥を見つける必要があります。無関係な武器モジュールを受け入れますか？」
Your human finds an array of empty barrels. Your crew takes entirely too long to realize they're empty because they're for sale.	あなたの人間は空の樽の配列を見つけます。あなたの乗組員は、彼らが販売されているので、彼らが空であることに気付くのに完全に時間がかかりすぎます。
The destination of the cargo ship has been located. You highlight the beacon on your sector map.	貨物船の目的地があります。セクターマップでビーコンを強調表示します。
Gathering Notoriety [3]	悪名を集める[3]
The Union outpost hails you again. "Thank you for saving us! The hackers swarmed this sector, they shut off all of our communications and killed our entire fleet of militiamen! They've been keeping us as slaves and using this sector as their base of operations. Now that we're free, there's no better opportunity for me to escape than to hitch a ride on your ship."	組合の前post基地は再びあなたを歓迎します。「私たちを救ってくれてありがとう！ハッカーはこのセクターを群がらせ、彼らは私たちのすべてのコミュニケーションを遮断し、民兵の艦隊全体を殺しました！自由に、船に乗ることよりも逃げるより良い機会はありません。」
Self-teleporting healing unit that instantly heals all friendly crew in the room, as well as giving them a temporary 2hp/s health regen for 20 seconds.	部屋のすべてのフレンドリーな乗組員を即座に癒し、一時的な2 hp/sのヘルスリゲンを20秒間癒す自己テレポートユニット。
Engines	エンジン
[CURRENT MODE: Electric] A special Flak weapon which can switch between three elemental modes. Cooldown, power, and projectile count stays the same between all variants.	[現在のモード：電気] 3つの元素モードを切り替えることができる特別なFLAK武器。クールダウン、パワー、および発射体カウントは、すべてのバリエーション間で同じままです。
The cache is already in the atmosphere and falling towards the city. Unless your aim is extremely accurate, you're more likely to hit the city than the cache.	キャッシュはすでに雰囲気の中にあり、街に向かっています。あなたの目的が非常に正確でない限り、あなたはキャッシュよりも都市にぶつかる可能性が高くなります。
You see them hastily shuffle off to the hold to cart out a Zoltan in brown robes, dumping him onto a shuttle. You inspect the Zoltan, only to realize they're a pacifist monk! The Zoltan explains their situation, "I was once a trained Zoltan warrior, but I eventually saw the light and joined the Monks, but not long after I was abducted by these men. You have saved me from slavery, and I shall now serve you. As ironic as that sounds."	あなたは彼らが急いでホールドにシャッフルして、茶色のローブでゾルタンをカートし、彼をシャトルに捨てます。あなたはゾルタンを検査しますが、彼らが平和主義者の修道士であることに気付くだけです！ゾルタンは彼らの状況を説明します。。皮肉なことに聞こえます。」
You keep your distance from the Lost Suns.	失われた太陽から距離を保ちます。
Your Mantis cautiously approaches the Vampweed, pretending to believe the same delusions of the war. The Vampweed buys it immediately, and to your surprise offers to go with you! You're unsure about it, but your crew assures you his delusions are so deep he won't be of any concern.	あなたのカマキリは、戦争の同じ妄想を信じるふりをして、ヴァンプウィードに慎重に近づきます。VampWeedはすぐにそれを購入し、あなたの驚きにあなたと一緒に行くことを申し出ます！あなたはそれについて確信が持てませんが、あなたの乗組員はあなたに彼の妄想がとても深く、彼は心配しないことを保証します。
(Engi Crew) Offer to diagnose and fix the malfunction.	（Engi Crew）誤動作を診断して修正することを申し出ます。
[CURRENT MODE: Anti-Personnel] Powerful anti-crew drone that can be switched between defensive and boarding modes.⏎⏎-65 HP, 3x movement speed⏎-2x damage, greatly increased attack speed⏎-Drains oxygen from rooms⏎-Reveals adjacent rooms	[現在のモード：対人抗類書類]防御モードと搭乗モード間で切り替えることができる強力な抗荷物ドローン。隣接する部屋
"You're the reason the Militia even exists! I heard Renegades hate the word mercenary, and you're right! You're just ordinary pirate scum! I can't believe I'm waving the white flag for a pirate..."	「あなたは民兵が存在する理由です！反逆者がmerc兵という言葉を嫌うのを聞いたのですが、あなたは正しいです！あなたは普通の海賊スカムです！私は海賊のために白い旗を振っているとは信じられません。。」
The distress signal is coming from a mining facility on a large asteroid. They quickly explain: this belt is a fantastic source of a particularly volatile and valuable gas. Their warehouse was hit by debris, and the pressure of one of the storage tanks is rising at an alarming rate. If it blows, it could cause a chain reaction, destroying the whole colony.	苦痛信号は、大きな小惑星の鉱業施設から来ています。彼らはすぐに説明します：このベルトは、特に揮発性で貴重なガスの素晴らしい供給源です。彼らの倉庫は破片に襲われ、貯蔵タンクの1つの圧力は驚くべき速度で上昇しています。吹くと、連鎖反応を引き起こし、コロニー全体を破壊する可能性があります。
Weapons	兵器
Ivar makes a conference call to several figures in his cabinet. Ayr is there, and he does not look happy. Ivar folds his arms. "I couldn't help but notice that fire drone sent to burn down my dining hall. In fact, if I'm not mistaken, it looks like the signal was coming from the planet. Now, who do you think that could have been? Hm? Do you have something to say, Ayr?"⏎⏎"We... we'll look into it..."⏎⏎"'We'? No, I wouldn't want to burden you with this. In fact..." There is a knock on Ayr's door. "I think you're going to be very busy."	Ivarは、彼のキャビネット内のいくつかの数字に電話会議を行います。エアはそこにいて、彼は幸せそうに見えません。Ivarは腕を折ります。「火のドローンが私の食堂を燃やすために送られたことに気づかずにはいられませんでした。実際、私が間違っていなければ、信号が地球から来ているように見えます。？hm？ayr、ayr "実際...「エアのドアにノックがあります。「あなたはとても忙しいと思います。」
Seems a Hektar transport nearby is broadcasting the distress signal. Upon hailing, the frustrated captain appears to be wiping blood from his face. "A Renegade? Not really what I wassss looking for, but whatever. Our shipment isss in revolt and it'sss ssscrewing up our time ssschedule. Do usss a favor and calm it down, would you?"	近くのヘクタール輸送が遭難信号を放送しているようです。呼び出すと、イライラした船長は顔から血を拭いているように見えます。「反逆者？本当に私が探しているものではありませんが、何でも。
You inform the guard that Kazaaakplethkilik Tiiikazpakaziiika is aboard your ship and will be offended if they set foot aboard your vessel and search it.⏎⏎"I... see. I would hate to offend someone so respected. We will waive the fee this time. Carry on."⏎⏎"You are being wise today." Kaz says, chuckling.	あなたは警備員に、Kazaaakplethkilik tiiikazpakaziikaがあなたの船に乗っており、彼らがあなたの船に足を踏み入れてそれを検索すると気分を害するでしょう。時間。続けてください。」⏎⏎「あなたは今日賢いです。」カズは言った、笑いながら。
Aerobic crew suffocation damage is reduced by 45% for every Orchid on your crew, regardless of which ship they're on.	好気性の乗組員の窒息の損傷は、どの船に関係なく、乗組員のすべての蘭で45％減少します。
(Harmony Crew) Have your Engi bargain with them for a drone.	（ハーモニークルー）ドローンのためにエンギーとの交渉をしてください。
"I have to sssay Sssstranger, thisss isss one tight sssship and crew you run! Remindssss me of my old pirate dayssss. Don't get me wrong, my little transssport crew is great, but... well they're sssso expendable. It feelssss ssssometimesss asss if the universsse only caresss about a select few of ussss, yeah? That some divine hand ordainssss who mattersss. I wassss never a sssspiritual one myssself, but I've sssseen ssssome sssstuff Sssstranger. Be kind to your crew. Every life matterssss, even in a universsse like thisss."	「私はsssay sssstrangerをしなければなりません。これは、あなたが走る1つのタイトなssshipと乗組員を1つissに留めます！私の古い海賊の日々を思い出させてください。誤解しないでください、私の小さなトランススポーツの乗組員は素晴らしいですが、彼らはsssoになります。ユニバーセが選択したいくつかのUSSSを愛careしている場合、それはssssumetimesss ssssumetimesss sssssometimesssです。人生のような普遍的であっても、人生は重要です。」
(Nights) "Your businesssss is failing becausssse you SSSSUCK."	（夜）「あなたのビジネスは、あなたがssssuckに陥っていることに失敗しています。」
Your Mantis talks about the thrill of rushing aboard an enemy cruiser and tearing it up in person. The Separatists seem impressed. "Yes! That w-w-w-would set us apart -from- those b-b-b-boring [____]. But w-w-w-we will need to format [ourselves] into more fitting forms. Accept -this-! Mantises [need] repair functionality more than w-w-w-we do!"	あなたのマンティスは、敵の巡洋艦に乗って突進し、それを直接引き裂くというスリルについて語っています。分離主義者は感銘を受けたようです。「はい！w-w-wは私たちを際立たせます - それらのb-b-borring [____]。しかし、w-w-weはより適切な形式にフォーマットする必要があります。w-w-we do！ "
"Arr, see this code? Do ye know who I am?"⏎⏎"Captain A55? What business do you have here?"⏎⏎"Ain't none o' yers! Bein' that I bring many a successful booty to these lands, best step aside, aye?"⏎⏎"Of course, A55. You can go as you please."⏎⏎"An' top us off while yer at it!"	「arr、このコードを見て？あなたがたは私が誰であるかを知っていますか？」これらの土地、脇に足を踏み入れるのが最善ですか？ "⏎⏎"もちろん、a55。あなたは好きなように行くことができます。
You catch Ivar and Mayeb in the middle of a contentious conversation. Mayeb points at Ivar.⏎⏎"You can't compare the two! Crossbred Orchids make up a statistically significant portion of the population."⏎⏎"Oh come on, surely you don't intend to tell me my appointment wasn't made harder because of my parentage?"⏎⏎"No, but I'm trying to tell you that you had friends, allies that were willing to help you. My only real friend was P'erpah. All the others I knew only respected me due to my experience."⏎⏎Ivar starts to hold up his hands and switches his tone. "Yes, yes I didn't mean to imply that your situation wasn't worse, I was only trying to relate."⏎⏎Mayeb pauses. "Okay, just... so we're clear on that."⏎⏎Ivar cocks his head to the side. "I get the sense you're not used to talking about this with other people."⏎⏎Mayeb shakes her head.⏎⏎Ivar grins. "Didn't it feel good to yell at me, at least?"⏎⏎Mayeb thinks for a moment. "It wasn't so bad to say certain things aloud."⏎⏎Ivar laughs. "Then I'll see if I can piss you off some more!"	論争の的となっている会話の途中でイヴァーとメイブを捕まえます。MayebはIvarを指します。私の親子関係のために激しくなりましたか？」私は私の経験のために私です。」「はい、はい、私はあなたの状況が悪化しなかったことを暗示するつもりはありませんでした、私は関係しようとしていました。」「さて、ただ...私たちはそれについてはっきりしています。」「私はあなたがこれについて他の人と話すことに慣れていないという感覚を得ます。」「少なくとも私に怒鳴るのは気分が良くなかったのですか？」「特定のことを声に出して言うのはそれほど悪くはなかった。」「それでは、もう少し怒らせることができるかどうかを確認します！」
A Union civilian ship is attempting to escape from the ever-present dangers of this sector. "Whether the Federation wins or not, there's no safety left in this damn place! We have to get out of here... damn it, we have to flee this reality! Please, we're almost out of fuel. Do you have any to spare?"	組合の民間船は、このセクターの常に存在する危険から逃れようとしています。「連盟が勝つかどうかにかかわらず、このいまいましい場所に安全は残っていません！私たちはここから出なければなりません...私たちはこの現実から逃げなければなりません！余裕はありますか？」
"It isss a great ssshame my rule isss consssidered controversssial to many. I have alwaysss consssidered myssself a moderate - yesss, there are thingsss I ssstand ssstrongly for and againssst, but I have alwaysss hoped to avoid having crowdsss who feel either too ssstrongly for or againssst me. That kind of partisssanssship can disssolve a great empire. It can disssolve galactic peace! I blame the Union for infecting our culture. Thisss degenerative rot on our culture isss withering away the moral fibersss of our race! Capitalisssm, I can handle. But individualisssm, democracy, gender... it'sss turned usss into a race of sssquabling crookssss! We're better than thisss!"	「それは私のルールの偉大なssshameを驚かせます。そのようなパートイッサンシップは偉大な帝国を和らげることができます。それは銀河の平和を解決することができます！私たちの文化に感染する連合を非難します。しかし、個人Isssm、民主主義、性別...それはUSSSをSSQuabling Crookssssの種族に変えました！私たちはThisssよりも優れています！」
This Mine Launcher fires a burst of slow moving incendiary projectiles. Also serves as an efficient way to lay traps for the fleet.⏎⏎Provides 3 fleet delay for 17 missiles at empty beacons.	この鉱山発射装置は、動きの遅い焼cen発射体のバーストを発射します。また、艦隊のためにトラップを敷設する効率的な方法としても機能します。
As you pilot closer to the planet, an automated message blasts through your ship, "GOTTEM!", followed by a massive explosion that knocks your ship backwards and leaves a humongous crater.	惑星に近づいてパイロットすると、自動化されたメッセージが船に「Gottem！」を吹き飛ばし、その後、船を後方にノックして巨大なクレーターを残す大爆発が続きます。
"Your vessel != cleared. Sudo: allow Harmony Engi aboard." The Engi ship waits, expectantly.	「あなたの船！=クリアされた。sudo：ハーモニー・エンギーに乗ってください。」Engi船は期待して待っています。
Apologize and say you can't help.	謝罪して、あなたが助けることができないと言ってください。
The Praetorian is no light threat - these highly trained soldiers can put down enemy threats with ease, but their overconfidence has led to a lack of proper life support and medical systems.	プレートリアンは軽い脅威ではありません - これらの高度に訓練された兵士は敵の脅威を簡単に倒すことができますが、彼らの自信過剰は適切な生命維持と医療システムの欠如につながりました。
You're annoyed about having to pay to enter, but it's cheap enough. Inside, you see several paintings of a Rockman so overweight that his head has merged with his torso, and a commemorative set of souvenirs of replica bullet casings. A repurposed Anti-Personnel drone greets you. "Welcome to the esteemed home of Mr. Chung Bungalung, the Rockman who Lived!"	あなたは入場にお金を払わなければならないことに腹を立てていますが、それは十分に安いです。内部には、ロックマンのいくつかの絵画が非常に太りすぎて、彼の頭が胴体と合併し、レプリカ弾丸のお土産の記念セットがあります。再利用された対人抗体ドローンがあなたに挨拶します。「住んでいたロックマンのチョン・バンガルン氏の尊敬されている家へようこそ！」
"Mission importance: immeasurable. Requesting expedited search protocols." The Separatist quickly verifies your vessel's registration, and you are cleared to shop - though not before they deliver a small gift of supplies to your cargo hold.	「ミッションの重要性：計り知れない。迅速な検索プロトコルの要求。」分離主義者はあなたの船の登録をすぐに検証し、あなたは買い物をすることを許可されています - 彼らはあなたの貨物保留に小さな物資を届ける前ではありません。
An Orchid ship sits at this beacon, where several monks also reside. It hails you. "Hello! We were looking for Zoltans of the Illesctrian faith. We were hoping that some might accompany us to our space, but they seem hesitant to agree to that. Do you think you might be able to convince them?"	蘭の船がこのビーコンに座っており、そこにはいくつかの僧ksも住んでいます。それはあなたを歓迎します。「こんにちは！私たちはイレスクトリアンの信仰のゾルタンを探していました。私たちは私たちの空間に私たちに同行する人がいることを望んでいましたが、彼らはそれに同意することをためらいます。あなたは彼らを納得させることができると思いますか？」
You use your fully upgraded sensor suite to map out the seismic and volcanic activity. Your ship identifies several active fault lines on the planet, the ideal areas to agitate with explosives. The Lost Suns receive this data and immediately follow your exact instructions of where to bombard the planet. Shortly afterward, a massive eruption occurs, visible from orbit, the extent of which your sensor suite fully captures. The Rockmen beam down to the planet to frolic amidst the downpouring lava, blissfully enjoying the planetary lava bath.	完全にアップグレードされたセンサースイートを使用して、地震と火山活動をマップします。あなたの船は、地球上のいくつかのアクティブな断層線を識別します。これは、爆発物で動揺する理想的な領域です。Lost Sunsはこのデータを受け取り、すぐに惑星を攻撃する場所の正確な指示に従います。その後まもなく、軌道から見える大規模な噴火が発生し、センサースイートが完全にキャプチャする程度です。ロックマンは惑星に沿って輝きを流し、豪雨の中で戯れ、惑星の溶岩風呂を至福に楽しんでいます。
The Augmented ship quickly flies away from the wreckage as it explodes. It then confronts you - "Our meal, gone. We eat your ship!"	増強された船は、爆発するとすぐに残骸から離れます。それはあなたに立ち向かう - 「私たちの食事、消えてしまった。私たちはあなたの船を食べる！」
Give 5 missiles for scrap.	スクラップ用に5つのミサイルを与えます。
"Hey! I said not to do that! Alright, now you're in for it!" You detect a distress signal being broadcast from the shuttle, and moments later an Ampere ship jumps in. "You been touching my son? I'm going to carve out your skull and use it to drink my regurgitated bile!"	「ねえ！私はそうしないと言った！さて、あなたはそれのためにいます！」シャトルから放送されている苦痛信号を検出し、その後、アンペア船が飛び込みます。
"What? No. That, I couldn't mind in the slightest. I mean being an entity of such high worship. I don't want to be a goddess. I think you will find no leader who does not host a... refined ego, but I am not so delusional I think of myself as divine. I am as mortal as Ycathine, and I desire the same judgement as him. If the greatest emperor my people ever had was worshiped by no one, then neither should I."	「何？いいえ、私は少しでも気にしませんでした。私はそのような高い礼拝の実体であることを意味します。私は女神になりたくありません。洗練されたエゴ、しかし私は自分自身を神と考えているほど妄想的ではありません。私はイカシンと同じくらい人間であり、彼と同じ判断を望んでいます。私。"
Oxygen	酸素
"Thank you... this will help the Brood greatly!" Their weapons come online, a sure sign that this was a trap!	「ありがとう...これはひなを大いに助けるでしょう！」彼らの武器はオンラインで来ます、これがtrapであるという確かな兆候です！
Confront the vagabond.	Vagabondに立ち向かう。
(Ministry Crew) Have your Zoltan bargain with them for a reactor upgrade.	（省の乗組員）Zoltanの掘り出し物は、原子炉のアップグレードのために彼らと交渉してください。
Try to get a word in.	単語を取得してみてください。
The Mantis are surprised to see your burst weapon targeting their ship. Whether they always had hostile intentions or think your Repair Burst is a real weapon is irrelevant, because the Mantis have turned hostile.	マンティスは、あなたのバースト武器が彼らの船を標的としているのを見て驚いています。彼らが常に敵対的な意図を持っていたのか、あなたの修理バーストが本当の武器であると思うかどうかは、マンティスが敵対的になったので、本当の武器は無関係です。
The monks respond, regret in their voices. "So it's true, then... those who use violent means cannot be reasoned with..."	修道士は反応し、彼らの声で後悔します。「それで、それは本当です、それで...暴力的な手段を使用している人は、推論することはできません...」
The Mercenary ceases hostilities, putting as much distance between themselves and you as they are able to.	merc兵は敵対行為をやめ、自分自身とあなたの間にできる限りの距離を置いています。
Send crew to help.	乗組員を助けてくれます。
You jump out of your seat, prepared to fight the wreck drifting at this beacon, but it's no Ghost ship. You scrap what's left.	あなたは席から飛び出し、このビーコンで漂う難破船と戦う準備ができていますが、それは幽霊船ではありません。あなたは残っているものをスクラップします。
Deja	deja
The Cultist springs into action, taking their stimulants and rushing the creature. It is completely unprepared for the zealot's ordinary yet impenetrable mind, and cannot manage to attack. Even after the stims wear off, the beast is worn down and pinned, allowing for the hunters to finish it off.	カルト主義者は、覚醒剤を取り、クリーチャーを急いで行動し、行動を起こします。それは熱狂者の普通でありながら不可解な心のために完全に準備ができておらず、なんとか攻撃することができません。スティムが摩耗した後でも、獣はすり減ってピン止めされ、ハンターがそれを仕上げることができます。
Dessius and the Beacon Eater are sat together in Dessius's quarters, staring intently at a set of charts and drawings.  "The runes... the meaning cryptic, but this weapon you think dangerous is?"⏎⏎"Oh hark, most certainly. The legends tell there was a first... but it malfunctioned, and evolved further than was intended most surely by its creators. But that was after the war. We have born witness to it. The destruction it caused... was only secondary to what I hypothesize this may wreck."⏎⏎The Beacon Eater mulls this information, whatever it means, over. "I have reason no to not trusting you. If intel suggests continued existence, then time is of essence. We must find any traces of weapon, and destroy them.⏎⏎"Agreed. Perhaps only this may spare us the fate that destroyed the Vesyticcarithe so long ago." Your translator skips over that 'V' word, unable to find an appropriate translation. Whatever is going on in here, it seems you aren't meant to know about it.	デシウスとビーコンイーターは、デシウスの宿舎で一緒に座っており、一連のチャートと図面を熱心に見つめています。「ルーンス...謎めいた意味ですが、あなたが危険だと思うこの武器は？」その創造者によって。しかし、それは戦後でした。私たちはそれを目撃しました。それが引き起こした破壊は...私がこれを破壊するかもしれないと仮定するものに二次的でした。」以上。「私はあなたを信頼しない理由があります。インテルが継続的な存在を示唆している場合、時間は本質的です。私たちは武器の痕跡を見つけ、それらを破壊する必要があります。おそらく、これだけが私たちに昔のヴェシティティティックカリテを破壊した運命を私たちにspareしまないかもしれません。」あなたの翻訳者はその「V」という言葉をスキップして、適切な翻訳を見つけることができません。それについて。
(Med-bots) Flood their ship with nano-bots.	（Med-bots）船がナノボットであふれます。
You've managed to take down a Cultivator and their ship, and now the remains are yours to scrap.	あなたはなんとか耕作者と彼らの船を倒すことができました、そして今、遺体はあなたのものです。
You find Mayeb going through the databases to look at pictures of plants. After a few moments of silence, she notices you. "Oh sorry! I was looking at your Earth flora. These plants are all so wonderful. It's quite interesting how few animate plants you have."	Mayebは、植物の写真を見るためにデータベースを通過していることがわかります。少しの沈黙の瞬間の後、彼女はあなたに気づきます。「ごめんなさい！私はあなたの地球の植物を見ていました。これらの植物はすべてとても素晴らしいです。あなたが持っているアニメーション植物がどれほど少ないかは非常に興味深いです。」
"Well, I suppose that's better than nothing. Thank you. Hopefully we can find a station at the next Beacon."	「まあ、それは何もないよりはましだと思います。ありがとうございます。うまくいけば、次のビーコンで駅を見つけることができます。」
Safety Blankets	安全毛布
Search again.	もう一度検索。
As the transport is let through, almost immediately a vessel spots you. There's some shuffling, and then an MFK Guard is dispatched to handle you. "Halt! This sector is off-limits! Wait... are you a Renegade?"	輸送が通過すると、ほとんどすぐに船があなたを見つけます。いくつかのシャッフルがあり、その後、MFKガードがあなたを処理するために派遣されます。「停止！このセクターは立ち入り禁止です！待ってください...あなたは反逆ですか？」
"Oh, a ssssocial experiment of coursssse. Picked it up from an old family member. Nothing much to it, jussst got bored rather quickly, that'ssss all."	「ああ、coursssseのssssocial実験。古い家族からそれを拾い上げた。それには何も、ジャスストはかなり速く退屈した、それはすべてを。」
"SCANNING. Error. SCANNING. Error. Major sensor driver malfunction. Utilizing audio verification."⏎The Auto-ship begins to play a pleasant bird tune through your speakers, and Wealsey responds in kind, singing its beautiful song. Your ship transmits the audio back to the Auto-ship.⏎"Audio mismatch. Bird species incorrect. Conclusion: bird lovers detected. Dispensing aid to bird-lovers."	「スキャン。エラー。スキャン。エラー。メジャーセンサードライバーの誤動作。オーディオ検証の利用。」船はオーディオを自動船に送り返します。
Inflicts 1.25x damage in crew combat	乗組員の戦闘で1.25倍のダメージを与えます
"If we can take a closer look at their ship once it's dealt with, it would be of great worth to our cause. We can offer help in one of two ways. We can focus on draining their reactor, or we can provide artillery fire support. Which would you prefer?"	「船が扱われたら、彼らの船をよく見ることができれば、それは私たちの大義に非常に価値があるでしょう。私たちは2つの方法のいずれかで助けを提供できます。彼らの反応器の排水に焦点を当てることができます。サポート。どちらが好きですか？」
You are about to reroute. Below is the Atlas entry for this sector.⏎Name: Wentworth Innovations HQ⏎Type: Hostile⏎Dominant Faction: Wentworth Innovations (Union subsidiary)⏎Rebel Threat Level: !CRITICALLY HIGH! (Auto Fleet)⏎Locations of Interest: W.I. HQ, Mercury Shipyards⏎⏎One of the largest megacorps within the Union, Wentworth Innovations is the family corporation of none other than Admiral Vance himself. However, due to his absence, VP Cayden Stimly has taken temporary charge. Under his direction, the company has become exceptionally aggressive towards competition, and holds the Union leadership under a spell of bribery. Tread with caution.⏎	あなたは再ルーティングしようとしています。以下は、このセクターのアトラスエントリです。⏎name：Wentworth InnovationsHQ⏎Type：敵対的派派：Wentworth Innovations（連合子会社）⏎レベルの脅威レベル：！非常に高い！（自動車艦隊）関心のある道事：W.I。HQ、Mercury Shipyards andoing of of Gunion内で最大のメガコルプの1つ、ウェントワースイノベーションは、ヴァンス提督自身の家族企業です。しかし、彼の不在のために、VP Cayden Stimlyは一時的な責任を負っています。彼の指示の下で、会社は競争に向けて非常に攻撃的になり、贈収賄の呪文の下で組合のリーダーシップを保持しています。注意してトレッド
(Upg. Mind Control) Wait until the end of the meeting and compel one of the construction ships to fill you in.	（Upg。MindControl）会議の終了まで待って、建設船の1つを強要してください。
--EXTREME--	 - 過激 - 
Ivar blinks, seemingly needing a moment to process his emotions about the colony that was destroyed. "You're right about one thing there, buddy." Ivar says. "The Orchids are more similar than many give us credit for. We won't always be at each other's throats. We'll learn from each other and better each other. Some day, I will petition for the Confederacy to join the Federation. The Rebellion will wish we had stayed neutral, and the Federation will be stronger than it has ever been!"⏎⏎"You stupid... bumbling plant! If the humans couldn't make the Federation strong, then no species can. The Federation will be your downfall!" The Rebel proceeds to approach you with hostile intent!	Ivarは瞬き、破壊された植民地についての彼の感情を処理するために一瞬を必要としているようです。「あなたはそこにあることについて正しいです、バディ。」Ivarは言います。「ランは多くの人よりも類似しています。私たちは常にお互いの喉にいるわけではありません。私たちはお互いから学び、お互いをより良くします。いつか、連盟に参加するための南軍を請願します。反乱は、私たちが中立にとどまっていたことを望み、連邦はこれまでよりも強くなるでしょう！」⏎⏎ "あなたは愚かな...人間が連邦を強くすることができなかったら、種はできません。連盟があなたの没落になります！」反乱軍は敵対的な意図であなたに近づき始めます！
